timestamp,sensor_0,sensor_1,sensor_2
0.000000,0.126234,0.226082,0.054877
0.005000,0.307867,0.352809,0.348131
0.010000,-0.078792,-0.317854,-0.077885
0.015000,-0.468390,-0.497180,-0.579247
0.020000,0.215240,0.215435,0.243391
0.025000,0.484718,0.299060,0.448991
0.030000,-0.236578,-0.250086,-0.031463
0.035000,-0.369785,-0.326133,-0.374417
0.040000,0.210153,0.224653,0.198606
0.045000,0.457478,0.494086,0.399151
0.050000,-0.052247,-0.098241,-0.079024
0.055000,-0.364653,-0.389343,-0.383081
0.060000,0.206262,0.221919,0.046010
0.065000,0.475666,0.452237,0.392172
0.070000,-0.279710,-0.308041,-0.158304
0.075000,0.008889,-0.466768,-0.346285
0.080000,0.050021,0.420226,0.032917
0.085000,0.373796,0.326578,0.316674
0.090000,-0.140417,-0.252340,-0.227526
0.095000,-0.495456,-0.455538,-0.464817
0.100000,0.147756,0.113921,0.189160
0.105000,0.326572,0.135347,0.342487
0.110000,-0.103028,-0.226078,-0.120343
0.115000,-0.385873,-0.328601,-0.320987
0.120000,0.000239,0.336640,0.195694
0.125000,0.485632,0.287834,0.335923
0.130000,-0.285242,-0.090873,-0.151280
0.135000,-0.368698,-0.368189,-0.401391
0.140000,0.233545,0.099889,0.256322
0.145000,0.358889,0.393143,0.350334
0.150000,-0.248785,-0.163546,-0.014549
0.155000,-0.441430,-0.228556,-0.450078
0.160000,0.187050,0.050518,0.274975
0.165000,0.492519,0.427966,0.551584
0.170000,-0.128747,-0.222356,-0.144356
0.175000,-0.552283,-0.488769,-0.399556
0.180000,0.178159,0.231303,0.055563
0.185000,0.555815,0.522750,0.327409
0.190000,-0.103398,-0.332485,0.056901
0.195000,-0.339978,-0.341751,-0.596817
0.200000,0.003006,0.187325,-0.105409
0.205000,0.401174,0.470192,0.419613
0.210000,-0.295777,-0.218473,-0.138817
0.215000,-0.274608,-0.388653,-0.395635
0.220000,0.211973,0.276545,0.204399
0.225000,0.226298,0.257310,0.463992
0.230000,-0.028655,-0.257482,-0.173583
0.235000,-0.239665,-0.379308,-0.436644
0.240000,0.097698,0.320001,-0.038930
0.245000,0.423052,0.341327,0.443581
0.250000,0.035003,-0.413475,-0.158692
0.255000,-0.477808,-0.236051,-0.401054
0.260000,0.207112,0.132436,0.069144
0.265000,0.331002,0.356853,0.311258
0.270000,-0.278342,-0.135524,-0.249616
0.275000,-0.549280,-0.422894,-0.319897
