timestamp,sensor_0,sensor_1,sensor_2
0.000000,0.100153,0.629215,-0.385880
0.005000,1.038118,0.915508,0.832133
0.010000,-1.593990,0.684174,-0.268444
0.015000,-0.061675,-1.005900,-0.319866
0.020000,-1.289789,0.065431,-0.810720
0.025000,0.343969,-0.653395,0.656332
0.030000,-0.506390,-1.702393,-0.657252
0.035000,-2.328291,-0.632213,0.451239
0.040000,-0.530087,0.545762,-0.196294
0.045000,1.201238,1.435407,0.415025
0.050000,-1.321771,-0.290479,-0.424214
0.055000,-0.314596,0.016802,-0.565555
0.060000,0.563474,1.131615,1.174531
0.065000,-0.017557,0.460926,0.805605
0.070000,-0.226543,0.314650,-0.218392
0.075000,0.870472,0.456495,-0.726423
0.080000,0.613190,-0.317590,-1.044624
0.085000,0.516135,1.563624,0.798109
0.090000,0.794704,-0.599435,0.361861
0.095000,-0.023768,0.832542,-1.699734
0.100000,0.892321,0.949240,0.354855
0.105000,0.903038,0.762742,0.298982
0.110000,-0.678885,-0.148983,0.209541
0.115000,-0.060210,-0.678568,-1.215528
0.120000,-1.628979,0.249228,-0.364790
0.125000,0.996572,0.258497,0.626153
0.130000,0.488440,-0.299664,-0.477494
0.135000,-0.690643,0.015955,-0.452184
0.140000,0.732939,0.728268,-0.492473
0.145000,-0.893687,-0.336907,0.061716
0.150000,-0.997231,-0.885299,0.791197
0.155000,0.848268,-0.644569,-0.354872
0.160000,-0.743562,0.378879,-1.042598
0.165000,-0.292672,0.301021,-0.216844
0.170000,-0.634163,-1.504033,-0.172018
0.175000,0.408971,0.939845,-1.062032
0.180000,0.199456,0.954673,-0.320176
0.185000,0.867235,-0.230253,0.996050
0.190000,0.473717,-1.218727,1.345994
0.195000,1.275934,-0.913687,-0.743152
0.200000,0.524711,0.711646,-0.296306
0.205000,-0.143864,0.065982,1.715543
0.210000,0.059668,0.760853,0.129724
0.215000,-0.538731,0.521285,-0.703448
0.220000,0.226063,-0.552332,0.452296
0.225000,1.158423,-0.544337,0.126481
0.230000,-0.415796,-0.309318,0.333749
0.235000,-2.086348,-0.575394,-0.197084
0.240000,0.229824,-0.623928,-0.133125
0.245000,-0.754348,0.623423,0.319691
0.250000,-0.131013,-0.875295,-0.654508
0.255000,-0.439469,-0.494352,-0.021750
0.260000,-0.314174,0.457683,-0.537176
0.265000,0.736326,-0.451900,-0.675675
0.270000,-1.666188,0.648684,-1.129456
0.275000,-0.637696,-0.352693,-0.246841
0.280000,0.587314,-0.409932,0.290773
